onset	duration	event_type
366	0	final_contact_left
417	0	start
443	0	initial_contact_left
459	0	final_contact_right
538	0	initial_contact_right
549	0	final_contact_left
627	0	initial_contact_left
641	0	final_contact_right
716	0	initial_contact_right
726	0	final_contact_left
802	0	initial_contact_left
814	0	final_contact_right
888	0	initial_contact_right
902	0	final_contact_left
976	0	initial_contact_left
991	0	stop
1000	0	final_contact_right
